Strategy,Busy Times,Jobs Done,Utilizations,Mean Util,Std Dev Util,CV Util,Total Jobs,Throughput
Preemptive LIFO,"[36.81262159594428, 36.778360285767846, 28.88096941559178]","[14, 9, 6]","[0.7362524319188856, 0.7355672057153569, 0.5776193883118357]",0.6831463419820261,0.07461934890683686,0.1092289372293823,29,0.58
