Strategy,Busy Times,Jobs Done,Utilizations,Mean Util,Std Dev Util,CV Util,Total Jobs,Throughput
FIFO,"[18.484346306404962, 0.0, 32.10342902237202]","[9, 0, 13]","[0.3696869261280992, 0.0, 0.6420685804474404]",0.3372518355251799,0.2631248649421823,0.7802029143368053,22,0.44
