Strategy,Busy Times,Jobs Done,Utilizations,Mean Util,Std Dev Util,CV Util,Total Jobs,Throughput
FIFO,"[26.259081504383445, 19.93591839082005, 18.67345868950526]","[5, 8, 3]","[0.5251816300876689, 0.39871836781640096, 0.3734691737901052]",0.432456390564725,0.06637197191176845,0.1534766819495865,16,0.32
