run,finished_games,games_per_100k_steps,win_A_pct,win_B_pct,draw_pct,avg_match_length,std_match_length
0,17173,17171.79797414181,45.26873580620742,0.2387468700867641,54.49251732370582,5.823502008967566,4.6905649593963705
1,17047,17046.31814727411,45.43908019006277,0.393031031853112,54.16788877808412,5.866369449169942,4.588752130027297
2,17599,17598.1200939953,46.093528041365985,0.36365702596738453,53.54281493266663,5.68242513779192,4.401554615992837
3,17205,17205.0,46.57367044463819,0.3545480964835804,53.071781458878235,5.812263876780006,4.682276810617727
4,17647,17646.117694115295,48.84116280387601,0.41366804556015185,50.74516915056383,5.6669688898962995,4.3034596743371045
