Strategy,Busy Times,Jobs Done,Utilizations,Mean Util,Std Dev Util,CV Util,Total Jobs,Throughput
SJF,"[34.236114949501186, 0.0, 33.47036629595783]","[13, 0, 14]","[0.6847222989900237, 0.0, 0.6694073259191566]",0.45137654163639346,0.3192326464662446,0.7072424395581518,27,0.54
