Strategy,Busy Times,Jobs Done,Utilizations,Mean Util,Std Dev Util,CV Util,Total Jobs,Throughput
LIFO,"[15.44457158294422, 0.0, 29.067121605154984]","[8, 0, 11]","[0.30889143165888444, 0.0, 0.5813424321030997]",0.2967446212539947,0.2374874236574027,0.8003091097450034,19,0.38
