Strategy,Busy Times,Jobs Done,Utilizations,Mean Util,Std Dev Util,CV Util,Total Jobs,Throughput,Mean Latencies,Arrival Rate,Sim Time,N Servers,Service Distribution,Service Distribution Params
Preemptive LIFO,"[22.433585842387092, 20.530957711799093, 19.687897998449195]","[16, 12, 14]","[0.8973434336954837, 0.8212383084719638, 0.7875159199379678]",0.8353658873684717,0.045936275125780746,0.05498940742060575,42,1.68,2.4235956886694163,3.5,25,3,lognormal,"{'mu': 0.0, 'sigma': 0.5}"
