run,finished_games,games_per_100k_steps,win_A_pct,win_B_pct,draw_pct,avg_match_length,std_match_length
0,21443,21441.927903604817,29.566758382688988,30.21032504780115,40.22291656950986,4.663759735111691,2.6327430666409795
1,21691,21690.13239470421,33.4424415656263,26.32889216725831,40.22866626711539,4.610391406574156,2.4784029586226035
2,21443,21442.35672929812,29.799934710628175,30.033111038567366,40.16695425080446,4.6636664645805155,2.6582404092970506
3,19847,19846.20615175393,26.784904519574745,28.382123242807477,44.832972237617774,5.038746410036781,2.915909751529164
4,20304,20303.79696203038,27.083333333333332,28.856382978723403,44.06028368794326,4.925187155240347,2.774570171032915
